Chr	Start	End	Value
SU1206_chr10	288000	289000	1
SU1206_chr10	289000	290000	1
SU1206_chr10	290000	291000	2
SU1206_chr10	291000	292000	1
SU1206_chr10	292000	293000	1
SU1206_chr10	293000	294000	2
SU1206_chr10	294000	295000	1
SU1206_chr10	295000	296000	2
SU1206_chr10	296000	297000	2
SU1206_chr10	297000	298000	2
SU1206_chr10	298000	299000	2
SU1206_chr10	299000	300000	2
SU1206_chr10	300000	301000	1
SU1206_chr10	301000	302000	1
SU1206_chr10	302000	303000	2
SU1206_chr10	303000	304000	1
SU1206_chr10	304000	305000	2
SU1206_chr10	305000	306000	1
SU1206_chr10	306000	307000	2
SU1206_chr10	307000	308000	2
SU1206_chr10	308000	309000	1
SU1206_chr10	309000	310000	2
SU1206_chr10	310000	311000	1
SU1206_chr10	311000	312000	2
SU1206_chr10	312000	313000	1
SU1206_chr10	313000	314000	1
SU1206_chr10	314000	315000	2
SU1206_chr10	315000	316000	2
SU1206_chr10	316000	317000	1
SU1206_chr10	317000	318000	2
SU1206_chr10	318000	319000	1
SU1206_chr10	319000	320000	2
SU1206_chr10	320000	321000	1
SU1206_chr10	321000	322000	1
SU1206_chr10	322000	323000	1
SU1206_chr10	323000	324000	2
SU1206_chr10	324000	325000	1
SU1206_chr10	325000	326000	1
SU1206_chr10	326000	327000	1
SU1206_chr10	327000	328000	2
SU1206_chr10	328000	329000	2
SU1206_chr10	329000	330000	1
SU1206_chr10	330000	331000	2
SU1206_chr10	331000	332000	1
SU1206_chr10	332000	333000	1
SU1206_chr10	333000	334000	2
SU1206_chr10	334000	335000	1
SU1206_chr10	335000	336000	1
SU1206_chr10	336000	337000	1
SU1206_chr10	337000	338000	1
SU1206_chr10	338000	339000	0
SU1206_chr10	339000	340000	0
SU1206_chr10	340000	341000	1
SU1206_chr10	341000	342000	1
SU1206_chr10	342000	343000	2
SU1206_chr10	343000	344000	1
SU1206_chr10	344000	345000	2
SU1206_chr10	345000	346000	2
SU1206_chr10	346000	347000	1
SU1206_chr10	347000	348000	1
SU1206_chr10	348000	349000	1
SU1206_chr10	349000	350000	1
SU1206_chr10	350000	351000	1
SU1206_chr10	351000	352000	1
SU1206_chr10	352000	353000	2
SU1206_chr10	353000	354000	1
SU1206_chr10	354000	355000	1
SU1206_chr10	355000	356000	1
SU1206_chr10	356000	357000	1
SU1206_chr10	357000	358000	1
SU1206_chr10	358000	359000	0
SU1206_chr10	359000	360000	0
SU1206_chr10	360000	361000	0
SU1206_chr10	361000	362000	0
SU1206_chr10	362000	363000	0
SU1206_chr10	363000	364000	0
SU1206_chr10	364000	365000	0
SU1206_chr10	365000	366000	1
SU1206_chr10	366000	367000	2
SU1206_chr10	367000	368000	2
SU1206_chr10	368000	369000	1
SU1206_chr10	369000	370000	1
SU1206_chr10	370000	371000	0
SU1206_chr10	371000	372000	0
SU1206_chr10	372000	373000	1
SU1206_chr10	373000	374000	1
SU1206_chr10	374000	375000	1
SU1206_chr10	375000	376000	2
SU1206_chr10	376000	377000	1
SU1206_chr10	377000	378000	1
SU1206_chr10	378000	379000	2
SU1206_chr10	379000	380000	1
SU1206_chr10	380000	381000	1
SU1206_chr10	381000	382000	1
SU1206_chr10	382000	383000	1
SU1206_chr10	383000	384000	0
SU1206_chr10	384000	385000	1
SU1206_chr10	385000	386000	2
SU1206_chr10	386000	387000	1
SU1206_chr10	387000	388000	2
SU1206_chr10	388000	389000	2
SU1206_chr10	389000	390000	1
SU1206_chr10	390000	391000	1
SU1206_chr10	391000	392000	1
SU1206_chr10	392000	393000	1
SU1206_chr10	393000	394000	1
SU1206_chr10	394000	395000	1
SU1206_chr10	395000	396000	1
SU1206_chr10	396000	397000	2
SU1206_chr10	397000	398000	1
SU1206_chr10	398000	399000	2
SU1206_chr10	399000	400000	1
SU1206_chr10	400000	401000	2
SU1206_chr10	401000	402000	1
SU1206_chr10	402000	403000	2
SU1206_chr10	403000	404000	1
SU1206_chr10	404000	405000	1
SU1206_chr10	405000	406000	1
SU1206_chr10	406000	407000	1
SU1206_chr10	407000	408000	0
SU1206_chr10	408000	409000	0
SU1206_chr10	409000	410000	0
SU1206_chr10	410000	411000	0
SU1206_chr10	411000	412000	0
SU1206_chr10	412000	413000	0
SU1206_chr10	413000	414000	0
SU1206_chr10	414000	415000	1
SU1206_chr10	415000	416000	1
SU1206_chr10	416000	417000	1
SU1206_chr10	417000	418000	1
SU1206_chr10	418000	419000	1
SU1206_chr10	419000	420000	1
SU1206_chr10	420000	421000	1
SU1206_chr10	421000	422000	1
SU1206_chr10	422000	423000	0
SU1206_chr10	423000	424000	0
SU1206_chr10	424000	425000	0
SU1206_chr10	425000	426000	0
SU1206_chr10	426000	427000	0
SU1206_chr10	427000	428000	0
SU1206_chr10	428000	429000	0
SU1206_chr10	429000	430000	1
SU1206_chr10	430000	431000	1
SU1206_chr10	431000	432000	1
SU1206_chr10	432000	433000	1
SU1206_chr10	433000	434000	1
SU1206_chr10	434000	435000	1
SU1206_chr10	435000	436000	2
SU1206_chr10	436000	437000	2
SU1206_chr10	437000	438000	2
SU1206_chr10	438000	439000	1
SU1206_chr10	439000	440000	1
SU1206_chr10	440000	441000	1
SU1206_chr10	441000	442000	1
SU1206_chr10	442000	443000	1
SU1206_chr10	443000	444000	1
SU1206_chr10	444000	445000	1
SU1206_chr10	445000	446000	1
SU1206_chr10	446000	447000	1
SU1206_chr10	447000	448000	1
SU1206_chr10	448000	449000	1
SU1206_chr10	449000	450000	1
SU1206_chr10	450000	451000	1
SU1206_chr10	451000	452000	1
SU1206_chr10	452000	453000	1
SU1206_chr10	453000	454000	2
SU1206_chr10	454000	455000	1
SU1206_chr10	455000	456000	1
SU1206_chr10	456000	457000	1
SU1206_chr10	457000	458000	1
SU1206_chr10	458000	459000	1
SU1206_chr10	459000	460000	1
SU1206_chr10	460000	461000	0
SU1206_chr10	461000	462000	1
SU1206_chr10	462000	463000	1
SU1206_chr10	463000	464000	2
SU1206_chr10	464000	465000	1
SU1206_chr10	465000	466000	2
SU1206_chr10	466000	467000	1
SU1206_chr10	467000	468000	1
SU1206_chr10	468000	469000	0
SU1206_chr10	469000	470000	0
SU1206_chr10	470000	471000	0
SU1206_chr10	471000	472000	1
SU1206_chr10	472000	473000	1
SU1206_chr10	473000	474000	1
SU1206_chr10	474000	475000	1
SU1206_chr10	475000	476000	1
SU1206_chr10	476000	477000	1
SU1206_chr10	477000	478000	3
SU1206_chr10	478000	479000	2
SU1206_chr10	479000	480000	2
SU1206_chr10	480000	481000	1
SU1206_chr10	481000	482000	1
SU1206_chr10	482000	483000	2
SU1206_chr10	483000	484000	1
SU1206_chr10	484000	485000	1
SU1206_chr10	485000	486000	1
SU1206_chr10	486000	487000	1
SU1206_chr10	487000	488000	1
SU1206_chr10	488000	489000	2
SU1206_chr10	489000	490000	1
SU1206_chr10	490000	491000	1
SU1206_chr10	491000	492000	1
SU1206_chr10	492000	493000	2
SU1206_chr10	493000	494000	1
SU1206_chr10	494000	495000	1
SU1206_chr10	495000	496000	1
SU1206_chr10	496000	497000	2
SU1206_chr10	497000	498000	1
SU1206_chr10	498000	499000	1
SU1206_chr10	499000	500000	2
SU1206_chr10	500000	501000	1
SU1206_chr10	501000	502000	1
SU1206_chr10	502000	503000	1
SU1206_chr10	503000	504000	2
SU1206_chr10	504000	505000	1
SU1206_chr10	505000	506000	1
SU1206_chr10	506000	507000	2
SU1206_chr10	507000	508000	1
SU1206_chr10	508000	509000	1
SU1206_chr10	509000	510000	1
SU1206_chr10	510000	511000	1
SU1206_chr10	511000	512000	1
SU1206_chr10	512000	513000	2
SU1206_chr10	513000	514000	1
SU1206_chr10	514000	515000	1
SU1206_chr10	515000	516000	2
SU1206_chr10	516000	517000	1
SU1206_chr10	517000	518000	2
SU1206_chr10	518000	519000	1
SU1206_chr10	519000	520000	1
SU1206_chr10	520000	521000	0
SU1206_chr10	521000	522000	0
SU1206_chr10	522000	523000	0
SU1206_chr10	523000	524000	0
SU1206_chr10	524000	525000	0
SU1206_chr10	525000	526000	2
SU1206_chr10	526000	527000	1
SU1206_chr10	527000	528000	2
SU1206_chr10	528000	529000	2
SU1206_chr10	529000	530000	1
SU1206_chr10	530000	531000	1
SU1206_chr10	531000	532000	0
SU1206_chr10	532000	533000	1
SU1206_chr10	533000	534000	1
SU1206_chr10	534000	535000	1
SU1206_chr10	535000	536000	1
SU1206_chr10	536000	537000	1
SU1206_chr10	537000	538000	1
SU1206_chr10	538000	539000	2
SU1206_chr10	539000	540000	1
SU1206_chr10	540000	541000	1
SU1206_chr10	541000	542000	0
SU1206_chr10	542000	543000	0
SU1206_chr10	543000	544000	0
SU1206_chr10	544000	545000	0
SU1206_chr10	545000	546000	0
SU1206_chr10	546000	547000	0
SU1206_chr10	547000	548000	1
SU1206_chr10	548000	549000	1
SU1206_chr10	549000	550000	1
SU1206_chr10	550000	551000	2
SU1206_chr10	551000	552000	1
SU1206_chr10	552000	553000	1
SU1206_chr10	553000	554000	1
SU1206_chr10	554000	555000	1
SU1206_chr10	555000	556000	1
SU1206_chr10	556000	557000	1
SU1206_chr10	557000	558000	1
SU1206_chr10	558000	559000	1
SU1206_chr10	559000	560000	1
SU1206_chr10	560000	561000	2
SU1206_chr10	561000	562000	2
SU1206_chr10	562000	563000	1
SU1206_chr10	563000	564000	2
SU1206_chr10	564000	565000	2
SU1206_chr10	565000	566000	1
SU1206_chr10	566000	567000	1
SU1206_chr10	567000	568000	1
SU1206_chr10	568000	569000	1
SU1206_chr10	569000	570000	1
SU1206_chr10	570000	571000	1
SU1206_chr10	571000	572000	1
SU1206_chr10	572000	573000	2
SU1206_chr10	573000	574000	1
SU1206_chr10	574000	575000	1
SU1206_chr10	575000	576000	1
SU1206_chr10	576000	577000	3
SU1206_chr10	577000	578000	2
SU1206_chr10	578000	579000	2
SU1206_chr10	579000	580000	2
SU1206_chr10	580000	581000	2
SU1206_chr10	581000	582000	1
SU1206_chr10	582000	583000	2
SU1206_chr10	583000	584000	1
SU1206_chr10	584000	585000	1
SU1206_chr10	585000	586000	2
SU1206_chr10	586000	587000	1
SU1206_chr10	587000	588000	2
SU1206_chr10	588000	589000	1
SU1206_chr10	589000	590000	2
SU1206_chr10	590000	591000	2
SU1206_chr10	591000	592000	2
SU1206_chr10	592000	593000	1
SU1206_chr10	593000	594000	1
SU1206_chr10	594000	595000	1
SU1206_chr10	595000	596000	1
SU1206_chr10	596000	597000	2
SU1206_chr10	597000	598000	1
SU1206_chr10	598000	599000	1
SU1206_chr10	599000	600000	1
SU1206_chr10	600000	601000	1
SU1206_chr10	601000	602000	1
SU1206_chr10	602000	603000	1
SU1206_chr10	603000	604000	1
SU1206_chr10	604000	605000	1
SU1206_chr10	605000	606000	1
SU1206_chr10	606000	607000	1
SU1206_chr10	607000	608000	1
SU1206_chr10	608000	609000	2
SU1206_chr10	609000	610000	1
SU1206_chr10	610000	611000	1
SU1206_chr10	611000	612000	1
SU1206_chr10	612000	613000	0
SU1206_chr10	613000	614000	0
SU1206_chr10	614000	615000	1
SU1206_chr10	615000	616000	1
SU1206_chr10	616000	617000	1
SU1206_chr10	617000	618000	1
SU1206_chr10	618000	619000	2
SU1206_chr10	619000	620000	1
SU1206_chr10	620000	621000	1
SU1206_chr10	621000	622000	1
SU1206_chr10	622000	623000	1
SU1206_chr10	623000	624000	2
SU1206_chr10	624000	625000	2
SU1206_chr10	625000	626000	1
SU1206_chr10	626000	627000	1
SU1206_chr10	627000	628000	2
SU1206_chr10	628000	629000	2
SU1206_chr10	629000	630000	1
SU1206_chr10	630000	631000	1
SU1206_chr10	631000	632000	1
SU1206_chr10	632000	633000	2
SU1206_chr10	633000	634000	2
SU1206_chr10	634000	635000	2
SU1206_chr10	635000	636000	0
SU1206_chr10	636000	637000	1
SU1206_chr10	637000	638000	1
SU1206_chr10	638000	639000	1
SU1206_chr10	639000	640000	1
SU1206_chr10	640000	641000	2
SU1206_chr10	641000	642000	1
SU1206_chr10	642000	643000	1
SU1206_chr10	643000	644000	1
SU1206_chr10	644000	645000	1
SU1206_chr10	645000	646000	2
SU1206_chr10	646000	647000	1
SU1206_chr10	647000	648000	2
SU1206_chr10	648000	649000	2
SU1206_chr10	649000	650000	1
SU1206_chr10	650000	651000	2
SU1206_chr10	651000	652000	1
SU1206_chr10	652000	653000	1
SU1206_chr10	653000	654000	1
SU1206_chr10	654000	655000	1
SU1206_chr10	655000	656000	1
SU1206_chr10	656000	657000	0
SU1206_chr10	657000	658000	0
SU1206_chr10	658000	659000	0
SU1206_chr10	659000	660000	0
SU1206_chr10	660000	661000	0
SU1206_chr10	661000	662000	0
SU1206_chr10	662000	663000	1
SU1206_chr10	663000	664000	1
SU1206_chr10	664000	665000	1
SU1206_chr10	665000	666000	2
SU1206_chr10	666000	667000	1
SU1206_chr10	667000	668000	1
SU1206_chr10	668000	669000	2
SU1206_chr10	669000	670000	1
SU1206_chr10	670000	671000	1
SU1206_chr10	671000	672000	2
SU1206_chr10	672000	673000	1
SU1206_chr10	673000	674000	1
SU1206_chr10	674000	675000	1
SU1206_chr10	675000	676000	1
SU1206_chr10	676000	677000	1
SU1206_chr10	677000	678000	2
SU1206_chr10	678000	679000	1
SU1206_chr10	679000	680000	1
SU1206_chr10	680000	681000	1
SU1206_chr10	681000	682000	1
SU1206_chr10	682000	683000	1
SU1206_chr10	683000	684000	1
SU1206_chr10	684000	685000	1
SU1206_chr10	685000	686000	2
SU1206_chr10	686000	687000	2
SU1206_chr10	687000	688000	1
SU1206_chr10	688000	689000	2
SU1206_chr10	689000	690000	3
SU1206_chr10	690000	691000	1
SU1206_chr10	691000	692000	2
SU1206_chr10	692000	693000	1
SU1206_chr10	693000	694000	1
SU1206_chr10	694000	695000	1
SU1206_chr10	695000	696000	1
SU1206_chr10	696000	697000	0
SU1206_chr10	697000	698000	1
SU1206_chr10	698000	699000	1
SU1206_chr10	699000	700000	1
SU1206_chr10	700000	701000	1
SU1206_chr10	701000	702000	1
SU1206_chr10	702000	703000	0
SU1206_chr10	703000	704000	1
SU1206_chr10	704000	705000	1
SU1206_chr10	705000	706000	1
SU1206_chr10	706000	707000	1
SU1206_chr10	707000	708000	1
SU1206_chr10	708000	709000	2
SU1206_chr10	709000	710000	2
SU1206_chr10	710000	711000	2
SU1206_chr10	711000	712000	1
SU1206_chr10	712000	713000	1
SU1206_chr10	713000	714000	2
SU1206_chr10	714000	715000	2
SU1206_chr10	715000	716000	1
SU1206_chr10	716000	717000	1
SU1206_chr10	717000	718000	1
SU1206_chr10	718000	719000	1
SU1206_chr10	719000	720000	2
SU1206_chr10	720000	721000	1
SU1206_chr10	721000	722000	0
SU1206_chr10	722000	723000	1
SU1206_chr10	723000	724000	1
SU1206_chr10	724000	725000	1
SU1206_chr10	725000	726000	1
SU1206_chr10	726000	727000	1
SU1206_chr10	727000	728000	0
SU1206_chr10	728000	729000	1
SU1206_chr10	729000	730000	1
SU1206_chr10	730000	731000	2
SU1206_chr10	731000	732000	1
SU1206_chr10	732000	733000	1
SU1206_chr10	733000	734000	1
SU1206_chr10	734000	735000	0
SU1206_chr10	735000	736000	0
SU1206_chr10	736000	737000	0
SU1206_chr10	737000	738000	1
SU1206_chr10	738000	739000	1
SU1206_chr10	739000	740000	1
SU1206_chr10	740000	741000	1
SU1206_chr10	741000	742000	1
SU1206_chr10	742000	743000	0
SU1206_chr10	743000	744000	1
SU1206_chr10	744000	745000	1
SU1206_chr10	745000	746000	0
SU1206_chr10	746000	747000	1
SU1206_chr10	747000	748000	1
SU1206_chr10	748000	749000	0
SU1206_chr10	749000	750000	0
SU1206_chr10	750000	751000	0
SU1206_chr10	751000	752000	1
SU1206_chr10	752000	753000	1
SU1206_chr10	753000	754000	1
SU1206_chr10	754000	755000	0
SU1206_chr10	755000	756000	1
SU1206_chr10	756000	757000	1
SU1206_chr10	757000	758000	1
SU1206_chr10	758000	759000	1
SU1206_chr10	759000	760000	1
SU1206_chr10	760000	761000	1
SU1206_chr10	761000	762000	1
SU1206_chr10	762000	763000	1
SU1206_chr10	763000	764000	1
SU1206_chr10	764000	765000	1
SU1206_chr10	765000	766000	1
SU1206_chr10	766000	767000	1
SU1206_chr10	767000	768000	1
SU1206_chr10	768000	769000	1
SU1206_chr10	769000	770000	1
SU1206_chr10	770000	771000	1
SU1206_chr10	771000	772000	0
SU1206_chr10	772000	773000	0
SU1206_chr10	773000	774000	0
SU1206_chr10	774000	775000	0
SU1206_chr10	775000	776000	0
SU1206_chr10	776000	777000	0
SU1206_chr10	777000	778000	0
SU1206_chr10	778000	779000	0
SU1206_chr10	779000	780000	0
SU1206_chr10	780000	781000	0
SU1206_chr10	781000	782000	0
SU1206_chr10	782000	783000	0
SU1206_chr10	783000	783598	0
SU1206_chr11	0	1000	0
SU1206_chr11	1000	2000	0
SU1206_chr11	2000	3000	0
SU1206_chr11	3000	4000	0
SU1206_chr11	4000	5000	0
SU1206_chr11	5000	6000	0
SU1206_chr11	6000	7000	1
SU1206_chr11	7000	8000	2
SU1206_chr11	8000	9000	1
SU1206_chr11	9000	10000	0
SU1206_chr11	10000	11000	1
SU1206_chr11	11000	12000	1
SU1206_chr11	12000	13000	0
SU1206_chr11	13000	14000	0
SU1206_chr11	14000	15000	1
SU1206_chr11	15000	16000	1
SU1206_chr11	16000	17000	2
SU1206_chr11	17000	18000	1
SU1206_chr11	18000	19000	1
SU1206_chr11	19000	20000	1
SU1206_chr11	20000	21000	1
SU1206_chr11	21000	22000	1
SU1206_chr11	22000	23000	1
SU1206_chr11	23000	24000	1
SU1206_chr11	24000	25000	1
SU1206_chr11	25000	26000	2
SU1206_chr11	26000	27000	1
SU1206_chr11	27000	28000	1
SU1206_chr11	28000	29000	1
SU1206_chr11	29000	30000	1
SU1206_chr11	30000	31000	1
SU1206_chr11	31000	32000	1
SU1206_chr11	32000	33000	1
SU1206_chr11	33000	34000	2
SU1206_chr11	34000	35000	1
SU1206_chr11	35000	36000	1
SU1206_chr11	36000	37000	1
SU1206_chr11	37000	38000	1
SU1206_chr11	38000	39000	1
SU1206_chr11	39000	40000	2
SU1206_chr11	40000	41000	2
SU1206_chr11	41000	42000	1
SU1206_chr11	42000	43000	0
SU1206_chr11	43000	44000	0
SU1206_chr11	44000	45000	0
SU1206_chr11	45000	46000	1
SU1206_chr11	46000	47000	1
SU1206_chr11	47000	48000	1
SU1206_chr11	48000	49000	1
SU1206_chr11	49000	50000	1
SU1206_chr11	50000	51000	1
SU1206_chr11	51000	52000	1
SU1206_chr11	52000	53000	1
SU1206_chr11	53000	54000	2
SU1206_chr11	54000	55000	1
SU1206_chr11	55000	56000	2
SU1206_chr11	56000	57000	1
SU1206_chr11	57000	58000	1
SU1206_chr11	58000	59000	1
SU1206_chr11	59000	60000	1
SU1206_chr11	60000	61000	0
SU1206_chr11	61000	62000	0
SU1206_chr11	62000	63000	0
SU1206_chr11	63000	64000	0
SU1206_chr11	64000	65000	0
SU1206_chr11	65000	66000	0
SU1206_chr11	66000	67000	0
SU1206_chr11	67000	68000	0
SU1206_chr11	68000	69000	0
SU1206_chr11	69000	70000	1
SU1206_chr11	70000	71000	0
SU1206_chr11	71000	72000	0
SU1206_chr11	72000	73000	0
SU1206_chr11	73000	74000	0
SU1206_chr11	74000	75000	0
SU1206_chr11	75000	76000	0
SU1206_chr11	76000	77000	1
SU1206_chr11	77000	78000	1
SU1206_chr11	78000	79000	1
SU1206_chr11	79000	80000	2
SU1206_chr11	80000	81000	1
SU1206_chr11	81000	82000	1
SU1206_chr11	82000	83000	2
SU1206_chr11	83000	84000	2
SU1206_chr11	84000	85000	1
SU1206_chr11	85000	86000	1
SU1206_chr11	86000	87000	1
SU1206_chr11	87000	88000	2
SU1206_chr11	88000	89000	1
SU1206_chr11	89000	90000	2
SU1206_chr11	90000	91000	1
SU1206_chr11	91000	92000	1
SU1206_chr11	92000	93000	1
SU1206_chr11	93000	94000	1
SU1206_chr11	94000	95000	1
SU1206_chr11	95000	96000	1
SU1206_chr11	96000	97000	1
SU1206_chr11	97000	98000	2
SU1206_chr11	98000	99000	1
SU1206_chr11	99000	100000	1
SU1206_chr11	100000	101000	1
SU1206_chr11	101000	102000	1
SU1206_chr11	102000	103000	1
SU1206_chr11	103000	104000	1
SU1206_chr11	104000	105000	2
SU1206_chr11	105000	106000	1
SU1206_chr11	106000	107000	1
SU1206_chr11	107000	108000	1
SU1206_chr11	108000	109000	0
SU1206_chr11	109000	110000	1
SU1206_chr11	110000	111000	2
SU1206_chr11	111000	112000	2
SU1206_chr11	112000	113000	1
SU1206_chr11	113000	114000	2
SU1206_chr11	114000	115000	2
SU1206_chr11	115000	116000	2
SU1206_chr11	116000	117000	1
SU1206_chr11	117000	118000	2
SU1206_chr11	118000	119000	1
SU1206_chr11	119000	120000	1
SU1206_chr11	120000	121000	2
SU1206_chr11	121000	122000	1
SU1206_chr11	122000	123000	1
SU1206_chr11	123000	124000	2
SU1206_chr11	124000	125000	1
SU1206_chr11	125000	126000	1
SU1206_chr11	126000	127000	1
SU1206_chr11	127000	128000	1
SU1206_chr11	128000	129000	1
SU1206_chr11	129000	130000	1
SU1206_chr11	130000	131000	1
SU1206_chr11	131000	132000	1
SU1206_chr11	132000	133000	2
SU1206_chr11	133000	134000	1
SU1206_chr11	134000	135000	0
SU1206_chr11	135000	136000	0
SU1206_chr11	136000	137000	0
SU1206_chr11	137000	138000	0
SU1206_chr11	138000	139000	0
SU1206_chr11	139000	140000	0
SU1206_chr11	140000	141000	0
SU1206_chr11	141000	142000	1
SU1206_chr11	142000	143000	1
SU1206_chr11	143000	144000	1
SU1206_chr11	144000	145000	2
SU1206_chr11	145000	146000	1
SU1206_chr11	146000	147000	1
SU1206_chr11	147000	148000	1
SU1206_chr11	148000	149000	1
SU1206_chr11	149000	150000	1
SU1206_chr11	150000	151000	1
SU1206_chr11	151000	152000	1
SU1206_chr11	152000	153000	1
SU1206_chr11	153000	154000	1
SU1206_chr11	154000	155000	2
SU1206_chr11	155000	156000	1
SU1206_chr11	156000	157000	2
SU1206_chr11	157000	158000	1
SU1206_chr11	158000	159000	1
SU1206_chr11	159000	160000	1
SU1206_chr11	160000	161000	1
SU1206_chr11	161000	162000	2
SU1206_chr11	162000	163000	1
SU1206_chr11	163000	164000	1
SU1206_chr11	164000	165000	1
SU1206_chr11	165000	166000	2
SU1206_chr11	166000	167000	1
SU1206_chr11	167000	168000	1
SU1206_chr11	168000	169000	1
SU1206_chr11	169000	170000	0
SU1206_chr11	170000	171000	0
SU1206_chr11	171000	172000	0
SU1206_chr11	172000	173000	1
SU1206_chr11	173000	174000	1
SU1206_chr11	174000	175000	1
SU1206_chr11	175000	176000	1
SU1206_chr11	176000	177000	1
SU1206_chr11	177000	178000	1
SU1206_chr11	178000	179000	1
SU1206_chr11	179000	180000	1
SU1206_chr11	180000	181000	2
SU1206_chr11	181000	182000	1
SU1206_chr11	182000	183000	1
SU1206_chr11	183000	184000	1
SU1206_chr11	184000	185000	1
SU1206_chr11	185000	186000	1
SU1206_chr11	186000	187000	0
SU1206_chr11	187000	188000	0
SU1206_chr11	188000	189000	1
SU1206_chr11	189000	190000	2
SU1206_chr11	190000	191000	2
SU1206_chr11	191000	192000	1
SU1206_chr11	192000	193000	1
SU1206_chr11	193000	194000	2
SU1206_chr11	194000	195000	2
SU1206_chr11	195000	196000	1
SU1206_chr11	196000	197000	2
SU1206_chr11	197000	198000	1
SU1206_chr11	198000	199000	0
SU1206_chr11	199000	200000	1
SU1206_chr11	200000	201000	2
SU1206_chr11	201000	202000	1
SU1206_chr11	202000	203000	1
SU1206_chr11	203000	204000	2
SU1206_chr11	204000	205000	1
SU1206_chr11	205000	206000	0
SU1206_chr11	206000	207000	0
SU1206_chr11	207000	208000	1
SU1206_chr11	208000	209000	1
SU1206_chr11	209000	210000	2
SU1206_chr11	210000	211000	1
SU1206_chr11	211000	212000	2
SU1206_chr11	212000	213000	2
SU1206_chr11	213000	214000	1
SU1206_chr11	214000	215000	1
SU1206_chr11	215000	216000	1
SU1206_chr11	216000	217000	2
SU1206_chr11	217000	218000	1
SU1206_chr11	218000	219000	2
SU1206_chr11	219000	220000	2
SU1206_chr11	220000	221000	2
SU1206_chr11	221000	222000	2
SU1206_chr11	222000	223000	2
SU1206_chr11	223000	224000	1
SU1206_chr11	224000	225000	2
SU1206_chr11	225000	226000	1
SU1206_chr11	226000	227000	1
SU1206_chr11	227000	228000	2
SU1206_chr11	228000	229000	1
SU1206_chr11	229000	230000	1
SU1206_chr11	230000	231000	1
SU1206_chr11	231000	232000	1
SU1206_chr11	232000	233000	1
SU1206_chr11	233000	234000	1
SU1206_chr11	234000	235000	1
SU1206_chr11	235000	236000	1
SU1206_chr11	236000	237000	1
SU1206_chr11	237000	238000	1
SU1206_chr11	238000	239000	1
SU1206_chr11	239000	240000	1
SU1206_chr11	240000	241000	1
SU1206_chr11	241000	242000	1
SU1206_chr11	242000	243000	0
SU1206_chr11	243000	244000	0
SU1206_chr11	244000	245000	0
SU1206_chr11	245000	246000	0
SU1206_chr11	246000	247000	0
SU1206_chr11	247000	248000	0
SU1206_chr11	248000	249000	1
SU1206_chr11	249000	250000	1
SU1206_chr11	250000	251000	1
SU1206_chr11	251000	252000	1
SU1206_chr11	252000	253000	1
SU1206_chr11	253000	254000	1
SU1206_chr11	254000	255000	2
SU1206_chr11	255000	256000	1
SU1206_chr11	256000	257000	1
SU1206_chr11	257000	258000	1
SU1206_chr11	258000	259000	1
SU1206_chr11	259000	260000	1
SU1206_chr11	260000	261000	1
SU1206_chr11	261000	262000	0
SU1206_chr11	262000	263000	1
SU1206_chr11	263000	264000	1
SU1206_chr11	264000	265000	2
SU1206_chr11	265000	266000	1
SU1206_chr11	266000	267000	0
SU1206_chr11	267000	268000	0
SU1206_chr11	268000	269000	1
SU1206_chr11	269000	270000	1
SU1206_chr11	270000	271000	1
SU1206_chr11	271000	272000	2
SU1206_chr11	272000	273000	2
SU1206_chr11	273000	274000	2
SU1206_chr11	274000	275000	1
SU1206_chr11	275000	276000	1
SU1206_chr11	276000	277000	1
SU1206_chr11	277000	278000	1
SU1206_chr11	278000	279000	1
SU1206_chr11	279000	280000	1
SU1206_chr11	280000	281000	1
SU1206_chr11	281000	282000	2
SU1206_chr11	282000	283000	1
SU1206_chr11	283000	284000	2
SU1206_chr11	284000	285000	1
SU1206_chr11	285000	286000	1
SU1206_chr11	286000	287000	1
SU1206_chr11	287000	288000	1
SU1206_chr11	288000	289000	1
SU1206_chr11	289000	290000	2
SU1206_chr11	290000	291000	1
SU1206_chr11	291000	292000	2
SU1206_chr11	292000	293000	2
SU1206_chr11	293000	294000	1
SU1206_chr11	294000	295000	0
SU1206_chr11	295000	296000	1
SU1206_chr11	296000	297000	0
SU1206_chr11	297000	298000	1
SU1206_chr11	298000	299000	1
SU1206_chr11	299000	300000	2
SU1206_chr11	300000	301000	2
SU1206_chr11	301000	302000	1
SU1206_chr11	302000	303000	1
SU1206_chr11	303000	304000	1
SU1206_chr11	304000	305000	1
SU1206_chr11	305000	306000	2
SU1206_chr11	306000	307000	1
SU1206_chr11	307000	308000	0
SU1206_chr11	308000	309000	1
SU1206_chr11	309000	310000	2
SU1206_chr11	310000	311000	1
SU1206_chr11	311000	312000	2
SU1206_chr11	312000	313000	1
SU1206_chr11	313000	314000	2
SU1206_chr11	314000	315000	1
SU1206_chr11	315000	316000	1
SU1206_chr11	316000	317000	2
SU1206_chr11	317000	318000	1
SU1206_chr11	318000	319000	2
SU1206_chr11	319000	320000	1
SU1206_chr11	320000	321000	2
SU1206_chr11	321000	322000	1
SU1206_chr11	322000	323000	2
SU1206_chr11	323000	324000	1
SU1206_chr11	324000	325000	2
SU1206_chr11	325000	326000	1
